Age,Income,MonthsEmployed,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,CreditScore
54,218603,120,0.03601888796642739,Secondary,Salaried,Married,1,1,Debt Consolidation,1,809
56,424198,12,0.41035621738261613,Postgraduate,Self-Employed,Married,0,1,Debt Consolidation,0,800
36,133542,84,0.5367788157964365,Undergraduate,Self-Employed,Divorced/Widowed,0,0,Debt Consolidation,0,596
71,42697,120,0.08373169453751499,Postgraduate,Self-Employed,Single,1,1,Other-Miscellaneous,0,472
54,114759,120,0.29152431704330994,Primary,Unemployed,Single,0,1,Education,0,650
34,62880,120,0.17832565492532806,Secondary,Self-Employed,Married,0,1,Home Improvement,1,663
43,202493,120,0.27058060953665625,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Business,0,609
39,116517,120,0.5962829888703624,Undergraduate,Salaried,Divorced/Widowed,0,1,Other-Miscellaneous,0,442
25,89747,120,0.2820002487250975,Secondary,Unemployed,Married,1,1,Debt Consolidation,1,599
50,44060,120,0.05338701998434027,Secondary,Salaried,Divorced/Widowed,1,0,Debt Consolidation,0,642
19,22275,120,0.6971108805594146,Undergraduate,Unemployed,Married,1,0,Other-Miscellaneous,0,481
47,51573,120,0.40298584908969837,Primary,Salaried,Single,1,1,Debt Consolidation,0,487
64,166181,120,0.4595604102901023,Undergraduate,Unemployed,Married,1,0,Other-Miscellaneous,0,660
37,254292,36,0.3388056704284104,Undergraduate,Salaried,Divorced/Widowed,0,1,Education,0,648
35,77027,120,0.15400823743572972,Primary,Salaried,Single,1,1,Debt Consolidation,0,573
60,46362,120,0.3957630292060806,Undergraduate,Salaried,Divorced/Widowed,1,0,Home Improvement,0,594
74,114895,120,0.35838579553806926,Undergraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,637
27,171236,120,0.14215673038107707,Secondary,Salaried,Single,0,1,Debt Consolidation,0,744
41,183827,108,0.3739316608056973,Undergraduate,Salaried,Single,1,0,Debt Consolidation,0,649
73,115339,120,0.4786999244928972,Undergraduate,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,657
21,517219,24,0.34197518050755904,Undergraduate,Self-Employed,Married,0,1,Home Improvement,0,850
54,272421,108,0.25702048151037893,Primary,Salaried,Divorced/Widowed,0,1,Home Improvement,0,802
21,37114,120,0.5044349248634804,Secondary,Salaried,Married,0,1,Education,0,595
30,30516,120,0.060123413861336995,Secondary,Contract-Part-time,Married,1,1,Debt Consolidation,0,622
42,39964,120,0.3850085125897995,Undergraduate,Self-Employed,Single,0,1,Business,1,565
30,251371,120,0.03187924850579471,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,0,785
35,25149,120,0.15947717852262447,Secondary,Salaried,Married,0,0,Education,0,522
41,142350,120,0.5923287739848822,Undergraduate,Salaried,Single,1,1,Debt Consolidation,0,632
19,86163,120,0.24681511747277587,Secondary,Unemployed,Single,1,1,Other-Miscellaneous,0,579
65,36467,120,0.2787322443159513,Secondary,Self-Employed,Divorced/Widowed,1,1,Debt Consolidation,0,521
50,120460,120,0.12366761979032714,Secondary,Self-Employed,Single,1,1,Business,1,709
36,85720,120,0.304758708316646,Undergraduate,Contract-Part-time,Single,1,1,Debt Consolidation,1,597
26,188254,120,0.15144310101928438,Secondary,Salaried,Married,0,1,Other-Miscellaneous,1,721
45,26860,120,0.3099823612680375,Secondary,Contract-Part-time,Married,0,0,Business,0,523
52,48298,120,0.25092250452968995,Secondary,Salaried,Divorced/Widowed,1,1,Home Improvement,0,556
74,49078,108,0.3147182022785701,Undergraduate,Salaried,Married,1,0,Debt Consolidation,1,556
56,167596,120,0.33634672612759053,Undergraduate,Self-Employed,Single,1,1,Education,1,686
27,81625,120,0.15607461662503602,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,0,516
18,253885,120,0.4480659641505335,Secondary,Contract-Part-time,Married,0,1,Home Improvement,0,723
59,71751,36,0.26115680357153626,Secondary,Salaried,Married,1,0,Debt Consolidation,0,484
38,117773,120,0.19295511691997927,Undergraduate,Unemployed,Single,0,1,Education,0,638
26,323641,120,0.6467466067375509,Postgraduate,Self-Employed,Single,0,0,Debt Consolidation,0,809
64,23900,120,0.13838377625017684,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,431
32,101032,120,0.1643418632258211,Secondary,Salaried,Married,0,1,Education,1,639
52,96253,120,0.34261606977658166,Undergraduate,Self-Employed,Married,0,1,Home Improvement,0,556
74,52560,120,0.32012683317763185,Postgraduate,Self-Employed,Married,0,0,Other-Miscellaneous,0,581
22,86587,120,0.5531434319884205,Undergraduate,Salaried,Married,0,1,Debt Consolidation,1,445
58,126721,120,0.06242807609823449,Undergraduate,Unemployed,Single,1,1,Other-Miscellaneous,0,768
39,54339,120,0.1510410545161095,Secondary,Salaried,Married,0,1,Debt Consolidation,0,539
58,103189,120,0.23568219969561363,Undergraduate,Salaried,Married,1,1,Home Improvement,0,612
40,43661,120,0.37321034525584496,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,0,432
24,83830,120,0.5027906195654104,Secondary,Salaried,Married,0,1,Home Improvement,0,460
73,207515,120,0.25518508993933786,Secondary,Salaried,Married,1,1,Home Improvement,1,638
40,215430,120,0.6051385309751051,Secondary,Self-Employed,Single,1,0,Debt Consolidation,0,636
61,252259,120,0.2532989955751364,Secondary,Contract-Part-time,Single,0,1,Education,1,801
42,91006,120,0.06802511136264247,Postgraduate,Salaried,Single,0,1,Home Improvement,1,674
44,76010,120,0.2335742963110764,Undergraduate,Salaried,Married,1,0,Business,1,644
58,178147,120,0.3090550087658696,Undergraduate,Contract-Part-time,Married,0,1,Education,0,697
23,251074,120,0.3568157122587669,Undergraduate,Contract-Part-time,Married,1,1,Other-Miscellaneous,1,730
72,105530,120,0.27310081242726253,Secondary,Contract-Part-time,Married,1,0,Business,1,584
51,330953,120,0.11074521137530584,Secondary,Contract-Part-time,Married,1,0,Debt Consolidation,0,850
26,174288,120,0.30684921340197213,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,1,640
66,62516,120,0.25288132868790253,Secondary,Salaried,Married,1,1,Home Improvement,1,632
50,68873,120,0.3402632370664825,Undergraduate,Salaried,Divorced/Widowed,0,1,Home Improvement,1,482
68,95570,120,0.23494460170832354,Undergraduate,Self-Employed,Married,1,0,Debt Consolidation,0,686
23,28103,96,0.20808954226859502,Undergraduate,Unemployed,Single,0,1,Debt Consolidation,0,612
54,63401,120,0.3499379855404336,Secondary,Salaried,Married,1,1,Home Improvement,0,510
48,245892,120,0.11309865166582538,Undergraduate,Contract-Part-time,Divorced/Widowed,1,1,Business,1,840
51,289556,120,0.23671277021003614,Secondary,Self-Employed,Single,1,1,Other-Miscellaneous,1,799
58,124097,120,0.33838496594401546,Undergraduate,Salaried,Married,0,1,Home Improvement,0,624
46,141987,120,0.548830287887431,Secondary,Salaried,Single,0,0,Debt Consolidation,0,622
31,77038,120,0.5536961868922148,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,537
53,59152,120,0.17970086138962582,Secondary,Self-Employed,Divorced/Widowed,1,1,Business,0,547
53,155787,120,0.15004695851809505,Postgraduate,Self-Employed,Married,0,0,Debt Consolidation,1,700
70,69435,120,0.5069781794400665,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,541
32,381653,120,0.3461894472566723,Undergraduate,Salaried,Single,0,1,Education,1,850
25,136881,120,0.10922671782955144,Secondary,Self-Employed,Single,1,0,Other-Miscellaneous,0,651
43,140958,120,0.28142509383324826,Undergraduate,Unemployed,Single,1,0,Home Improvement,0,629
53,42293,120,0.6324429535839238,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,453
65,15446,120,0.4285151121528627,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,504
38,140941,120,0.25898826425924526,Secondary,Unemployed,Married,0,1,Debt Consolidation,1,642
45,66335,120,0.44323713740619014,Undergraduate,Salaried,Married,0,1,Debt Consolidation,1,532
21,216896,120,0.3101118159671243,Secondary,Contract-Part-time,Married,1,0,Other-Miscellaneous,0,617
33,47562,120,0.40200319265748796,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,0,552
39,64539,120,0.44974496130230174,Undergraduate,Salaried,Married,1,0,Debt Consolidation,0,575
29,241727,120,0.3248853394136667,Undergraduate,Contract-Part-time,Married,1,0,Home Improvement,1,696
33,140005,120,0.23163534453571538,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,632
68,44308,120,0.4043186975373921,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,539
57,101438,120,0.28799006945984895,Undergraduate,Salaried,Married,1,0,Debt Consolidation,1,657
55,452699,120,0.3687437920690995,Undergraduate,Salaried,Single,0,0,Debt Consolidation,0,850
59,110736,120,0.13163364565519253,Secondary,Unemployed,Single,0,1,Home Improvement,0,707
54,87690,120,0.11764408301766985,Undergraduate,Salaried,Married,1,1,Debt Consolidation,0,618
46,202033,72,0.1927760314453465,Secondary,Self-Employed,Divorced/Widowed,1,0,Home Improvement,0,690
35,130851,120,0.3380205705648152,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,0,551
27,313305,120,0.3649957667127589,Undergraduate,Unemployed,Married,0,0,Debt Consolidation,0,802
59,180606,120,0.2308582323607259,Undergraduate,Salaried,Single,0,1,Education,1,709
56,203869,120,0.511514503805184,Secondary,Salaried,Single,1,0,Education,0,687
35,325737,120,0.10194595406578899,Secondary,Salaried,Married,0,0,Other-Miscellaneous,1,844
18,77711,120,0.21801639481197113,Undergraduate,Salaried,Divorced/Widowed,0,1,Home Improvement,1,566
56,61144,120,0.3213326724613201,Secondary,Self-Employed,Married,0,0,Other-Miscellaneous,0,604
38,33638,120,0.20742088550470816,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,0,550
18,83393,120,0.14964986028951888,Primary,Self-Employed,Single,1,1,Education,0,619
32,34652,120,0.5236335978923365,Undergraduate,Salaried,Married,0,0,Education,1,533
21,132241,120,0.1109662934179984,Secondary,Salaried,Single,0,0,Business,1,620
37,60428,120,0.6523122514558161,Undergraduate,Contract-Part-time,Married,1,1,Business,1,480
27,213174,120,0.22829445463833614,Secondary,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,0,675
40,184046,120,0.507680508718264,Postgraduate,Contract-Part-time,Married,1,1,Other-Miscellaneous,1,616
58,72281,12,0.057736804297049804,Secondary,Contract-Part-time,Married,1,0,Home Improvement,0,573
51,215568,60,0.2530821302229665,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,0,687
63,111233,120,0.3395172048838453,Undergraduate,Salaried,Single,0,1,Other-Miscellaneous,1,550
65,23932,120,0.17157568175591267,Secondary,Contract-Part-time,Married,1,1,Home Improvement,1,551
50,44761,120,0.27647151986503093,Secondary,Salaried,Single,0,0,Other-Miscellaneous,1,619
51,55307,120,0.1756795625214929,Undergraduate,Salaried,Single,1,1,Debt Consolidation,1,533
56,99528,120,0.26080454877000986,Primary,Salaried,Married,0,1,Debt Consolidation,0,566
27,70035,120,0.28030860539215435,Undergraduate,Unemployed,Married,1,0,Debt Consolidation,0,567
71,64654,120,0.569047489175346,Undergraduate,Salaried,Single,1,0,Other-Miscellaneous,1,525
37,157121,120,0.20763282372769543,Undergraduate,Salaried,Single,0,0,Debt Consolidation,0,633
18,185263,120,0.23724308598616542,Postgraduate,Salaried,Married,0,1,Other-Miscellaneous,0,650
30,60183,120,0.19458688029936796,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,1,584
18,50021,120,0.12253873975581708,Postgraduate,Unemployed,Married,1,0,Home Improvement,0,607
22,271403,120,0.2842545927200647,Secondary,Contract-Part-time,Divorced/Widowed,1,1,Debt Consolidation,0,807
33,874024,120,0.5693525197811925,Undergraduate,Self-Employed,Single,1,1,Other-Miscellaneous,1,850
32,46466,120,0.3407942770755995,Secondary,Salaried,Divorced/Widowed,1,0,Debt Consolidation,0,512
66,201372,120,0.38774287730082535,Undergraduate,Unemployed,Divorced/Widowed,0,1,Home Improvement,1,728
45,88325,120,0.35438832311343144,Undergraduate,Contract-Part-time,Single,0,1,Home Improvement,0,545
48,169530,120,0.2009069681686795,Undergraduate,Self-Employed,Married,0,0,Home Improvement,1,624
40,46057,120,0.1901258822258842,Undergraduate,Salaried,Single,1,0,Business,0,445
65,36264,120,0.464908012320958,Secondary,Salaried,Married,0,1,Debt Consolidation,0,491
62,40207,120,0.2799004865129332,Postgraduate,Self-Employed,Married,1,0,Debt Consolidation,0,595
60,62861,120,0.14210139447863057,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,0,579
34,81816,120,0.10467180836484259,Primary,Contract-Part-time,Married,0,1,Home Improvement,0,634
66,210260,120,0.264288569137099,Secondary,Salaried,Married,1,1,Other-Miscellaneous,0,728
51,50677,120,0.28622668546770486,Secondary,Salaried,Married,1,1,Debt Consolidation,0,548
30,59262,120,0.256130182395631,Secondary,Self-Employed,Married,1,1,Home Improvement,1,566
31,521474,120,0.3031718765955337,Undergraduate,Salaried,Single,1,0,Debt Consolidation,1,850
28,103022,120,0.25676215391115087,Undergraduate,Salaried,Married,1,1,Home Improvement,0,520
45,124026,120,0.40406545488470447,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,0,554
59,179197,48,0.15761280108420794,Secondary,Salaried,Married,1,1,Home Improvement,0,733
49,64921,120,0.4175927790304058,Secondary,Self-Employed,Married,0,0,Debt Consolidation,1,548
52,97277,120,0.07889677992858235,Undergraduate,Salaried,Married,1,1,Business,0,604
48,76269,72,0.09269599847238946,Undergraduate,Salaried,Married,0,1,Debt Consolidation,1,577
34,92371,120,0.14573367906221854,Undergraduate,Salaried,Single,0,1,Education,0,607
64,193802,120,0.5411244013888165,Postgraduate,Salaried,Single,0,1,Debt Consolidation,0,641
26,169351,108,0.5615205031559688,Secondary,Contract-Part-time,Single,1,0,Other-Miscellaneous,0,799
27,15901,120,0.09682032496042259,Undergraduate,Salaried,Single,1,0,Debt Consolidation,0,517
25,219323,96,0.25485159619708025,Secondary,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,652
38,74863,120,0.303811858989974,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,1,572
30,135380,120,0.017288433206754387,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,1,626
67,71249,96,0.42618620445582706,Undergraduate,Contract-Part-time,Single,0,1,Debt Consolidation,0,613
22,94708,120,0.4801967247749697,Secondary,Salaried,Single,0,0,Debt Consolidation,0,565
23,282725,120,0.44464526091581114,Undergraduate,Unemployed,Single,0,1,Home Improvement,0,821
47,129166,120,0.23119515228720447,Postgraduate,Self-Employed,Single,0,1,Debt Consolidation,0,628
48,271396,120,0.3820146901187509,Primary,Self-Employed,Single,1,1,Home Improvement,0,825
34,94771,120,0.3234531278599617,Postgraduate,Unemployed,Divorced/Widowed,0,1,Business,0,553
28,87209,120,0.5818354841649908,Secondary,Salaried,Single,1,1,Business,0,489
37,99682,120,0.1704294344454961,Secondary,Unemployed,Single,1,1,Other-Miscellaneous,0,643
65,35754,120,0.12653712425671043,Secondary,Contract-Part-time,Divorced/Widowed,0,1,Other-Miscellaneous,1,613
26,11466,120,0.3726775953876991,Secondary,Self-Employed,Married,0,1,Home Improvement,1,458
19,52860,120,0.29185355633828985,Undergraduate,Unemployed,Married,0,1,Education,1,549
54,224534,120,0.07438858364266035,Secondary,Unemployed,Single,1,1,Debt Consolidation,0,848
18,307561,120,0.1349696349029459,Secondary,Salaried,Married,0,0,Business,0,728
21,19892,120,0.060665956023614756,Undergraduate,Salaried,Single,1,1,Debt Consolidation,1,594
53,276327,120,0.46293670673260945,Postgraduate,Salaried,Married,1,0,Business,0,757
71,61459,96,0.1706899827791919,Undergraduate,Unemployed,Married,0,1,Other-Miscellaneous,0,505
42,31535,120,0.07915477218198709,Primary,Self-Employed,Single,1,1,Debt Consolidation,0,645
20,230356,120,0.2910241972367421,Secondary,Salaried,Single,0,1,Debt Consolidation,0,597
26,65883,96,0.3684615557917781,Undergraduate,Unemployed,Married,1,1,Business,0,530
39,800048,120,0.2759240240665822,Undergraduate,Unemployed,Married,0,0,Debt Consolidation,0,850
40,57607,120,0.686486908871815,Primary,Salaried,Single,0,1,Business,1,538
29,79135,72,0.2818462676290046,Undergraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,608
27,45197,120,0.33703888910367263,Undergraduate,Unemployed,Single,1,1,Debt Consolidation,1,575
51,111292,120,0.612163861923515,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,580
60,186773,120,0.10143102719910183,Secondary,Contract-Part-time,Single,0,1,Home Improvement,0,702
27,24730,48,0.1648992927614436,Undergraduate,Salaried,Single,0,1,Home Improvement,0,686
47,166814,120,0.4561276005495182,Undergraduate,Unemployed,Single,0,1,Debt Consolidation,1,548
39,71187,120,0.5025753309413533,Secondary,Self-Employed,Divorced/Widowed,0,1,Education,0,548
23,49576,120,0.616718069862444,Primary,Contract-Part-time,Single,1,1,Education,0,463
67,32177,120,0.4006755836364116,Undergraduate,Salaried,Single,1,1,Debt Consolidation,0,571
19,215970,120,0.2651392630054607,Secondary,Salaried,Single,0,0,Debt Consolidation,0,792
47,124162,120,0.7351049036670774,Undergraduate,Salaried,Single,1,1,Debt Consolidation,0,585
19,61965,120,0.4976454550162036,Undergraduate,Unemployed,Single,1,1,Education,0,450
49,184161,48,0.34183139542330654,Undergraduate,Salaried,Married,1,0,Other-Miscellaneous,0,586
59,150822,120,0.15031880361947897,Secondary,Salaried,Single,0,1,Debt Consolidation,1,660
33,197654,120,0.12794401766341823,Undergraduate,Self-Employed,Married,0,0,Other-Miscellaneous,0,790
29,366765,120,0.40850399134942317,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,850
18,117478,120,0.20161876373822732,Secondary,Self-Employed,Married,1,1,Education,0,612
70,463193,120,0.5409967620246073,Postgraduate,Salaried,Married,0,1,Other-Miscellaneous,1,850
25,309298,120,0.4634380784498749,Secondary,Unemployed,Divorced/Widowed,0,0,Other-Miscellaneous,0,780
65,184748,96,0.09116011892883574,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,0,721
67,25514,120,0.2853206925400602,Secondary,Self-Employed,Married,0,0,Home Improvement,0,500
30,107778,120,0.5625359219690906,Secondary,Salaried,Single,1,1,Other-Miscellaneous,0,557
32,120217,120,0.15688739561241852,Undergraduate,Salaried,Single,1,1,Debt Consolidation,1,643
70,117296,120,0.6873019254736759,Undergraduate,Self-Employed,Divorced/Widowed,1,0,Education,1,457
61,90413,120,0.22934861302348417,Postgraduate,Unemployed,Married,0,0,Business,1,556
25,165518,120,0.3576269764301988,Secondary,Salaried,Married,1,1,Home Improvement,0,663
27,184116,120,0.8222760798556804,Undergraduate,Unemployed,Single,1,0,Debt Consolidation,0,633
63,25906,120,0.34437576896248223,Undergraduate,Contract-Part-time,Married,0,0,Other-Miscellaneous,0,560
22,291814,120,0.4256240941329458,Secondary,Contract-Part-time,Single,0,1,Education,0,778
67,30298,120,0.2422160149643709,Primary,Contract-Part-time,Divorced/Widowed,1,1,Debt Consolidation,1,504
36,71344,120,0.06557153360134234,Undergraduate,Salaried,Single,0,1,Other-Miscellaneous,1,650
64,48530,120,0.3025295384347565,Secondary,Self-Employed,Married,1,1,Education,1,591
55,55414,96,0.15469203246899588,Undergraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,536
28,235443,120,0.45433922740236493,Postgraduate,Salaried,Married,1,1,Other-Miscellaneous,0,659
70,108803,120,0.4030687641033313,Primary,Self-Employed,Married,0,0,Education,1,557
60,170429,120,0.377225661407257,Undergraduate,Self-Employed,Married,1,1,Other-Miscellaneous,1,662
37,163670,120,0.40031122077772213,Primary,Contract-Part-time,Married,1,1,Education,1,562
37,21331,120,0.2950686966936233,Undergraduate,Self-Employed,Single,1,0,Home Improvement,0,567
38,63184,120,0.5643019183572456,Undergraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,517
35,179666,60,0.01815783226477535,Secondary,Salaried,Single,0,1,Other-Miscellaneous,0,660
74,166953,120,0.11176002182639416,Secondary,Unemployed,Single,1,0,Debt Consolidation,0,754
67,24213,120,0.2494763916445372,Undergraduate,Contract-Part-time,Married,0,1,Other-Miscellaneous,0,533
27,225037,120,0.3392222835219373,Undergraduate,Contract-Part-time,Married,0,1,Other-Miscellaneous,0,745
51,161594,120,0.31515504642794134,Undergraduate,Contract-Part-time,Married,0,1,Other-Miscellaneous,1,702
43,45696,84,0.544420059705632,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,0,533
47,136885,120,0.4685506310323007,Undergraduate,Salaried,Single,0,0,Education,0,522
26,82183,120,0.1455180089206113,Primary,Salaried,Single,0,1,Education,1,619
63,146323,120,0.27734126594269437,Primary,Salaried,Divorced/Widowed,1,1,Business,0,724
68,23384,120,0.37472708254764947,Undergraduate,Self-Employed,Married,1,1,Debt Consolidation,0,412
48,74452,36,0.2763848581193737,Secondary,Unemployed,Single,0,0,Debt Consolidation,0,543
59,253868,120,0.10694869695227376,Undergraduate,Salaried,Single,0,1,Debt Consolidation,1,850
72,151911,120,0.139970714723438,Secondary,Self-Employed,Married,0,1,Debt Consolidation,1,669
21,185964,120,0.3897469988304934,Postgraduate,Self-Employed,Single,1,1,Debt Consolidation,1,675
23,81892,120,0.5268859915716656,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,1,494
31,155045,120,0.2526138717783165,Secondary,Salaried,Married,1,1,Debt Consolidation,0,659
21,86641,48,0.1718029746906261,Undergraduate,Salaried,Single,0,1,Education,0,582
43,47104,120,0.09151330739297886,Secondary,Salaried,Married,0,1,Debt Consolidation,0,594
64,80682,120,0.3956891958235391,Undergraduate,Unemployed,Single,1,1,Business,0,584
65,315916,120,0.31363044586629374,Secondary,Salaried,Married,1,1,Home Improvement,0,719
56,244227,120,0.16052825991169956,Secondary,Unemployed,Married,1,1,Home Improvement,0,793
34,44633,120,0.36666966308348803,Secondary,Salaried,Married,0,0,Home Improvement,1,484
36,70694,96,0.0971592904567909,Primary,Self-Employed,Married,1,0,Other-Miscellaneous,0,508
68,47127,120,0.18633285683501802,Postgraduate,Salaried,Single,0,1,Business,1,602
66,113961,120,0.288569448437334,Secondary,Self-Employed,Married,1,1,Debt Consolidation,0,728
23,219217,120,0.39804333470556863,Undergraduate,Salaried,Single,1,0,Home Improvement,0,643
46,501538,108,0.15376210929682912,Undergraduate,Self-Employed,Married,1,1,Home Improvement,0,850
28,31509,120,0.19736955378280555,Secondary,Self-Employed,Single,0,1,Debt Consolidation,1,541
33,196158,120,0.1740151723528041,Undergraduate,Self-Employed,Married,0,1,Home Improvement,0,757
47,98110,120,0.3302173182141838,Secondary,Salaried,Married,0,0,Debt Consolidation,1,560
42,73591,120,0.4712544250868485,Undergraduate,Salaried,Married,1,0,Debt Consolidation,1,584
57,46712,72,0.7008256015950967,Postgraduate,Self-Employed,Single,0,1,Debt Consolidation,1,398
28,409990,120,0.16392759138359497,Postgraduate,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,0,850
24,26820,120,0.0828432270183778,Secondary,Self-Employed,Married,0,1,Debt Consolidation,0,589
43,66715,108,0.5210906376302978,Undergraduate,Contract-Part-time,Married,0,1,Business,0,582
73,132433,120,0.29857877052889953,Secondary,Contract-Part-time,Married,0,1,Other-Miscellaneous,0,664
39,141864,120,0.08749859651658286,Undergraduate,Salaried,Married,0,0,Business,1,683
42,267650,120,0.34431034511132086,Secondary,Unemployed,Single,1,1,Home Improvement,0,702
36,48798,120,0.4546825573200849,Secondary,Contract-Part-time,Married,1,0,Debt Consolidation,0,609
48,162674,120,0.43491604832575,Secondary,Salaried,Single,0,1,Debt Consolidation,1,605
43,93868,120,0.372552717615431,Secondary,Contract-Part-time,Married,1,1,Other-Miscellaneous,0,548
59,101943,120,0.410624118514292,Undergraduate,Self-Employed,Single,1,1,Debt Consolidation,0,614
58,68345,120,0.013290315431083615,Undergraduate,Salaried,Single,0,0,Debt Consolidation,0,612
53,112363,120,0.22254012262100595,Postgraduate,Salaried,Married,0,1,Business,1,616
40,88087,120,0.12018321218826797,Secondary,Contract-Part-time,Married,1,0,Debt Consolidation,0,658
64,74235,120,0.5531588416225824,Undergraduate,Unemployed,Married,0,1,Debt Consolidation,0,557
30,64850,120,0.1760094721556732,Undergraduate,Self-Employed,Single,0,0,Home Improvement,1,620
42,132985,120,0.18518489108643485,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,642
19,34039,120,0.18275303514828575,Undergraduate,Unemployed,Single,1,1,Home Improvement,0,582
19,84636,120,0.5316585828143142,Undergraduate,Salaried,Single,0,1,Debt Consolidation,0,534
33,53413,120,0.11343011835048548,Undergraduate,Salaried,Single,1,0,Education,0,615
26,89471,120,0.30245640929624407,Undergraduate,Unemployed,Single,0,1,Debt Consolidation,1,598
45,90385,84,0.1172363826327526,Secondary,Contract-Part-time,Single,0,1,Home Improvement,0,710
30,197497,120,0.2788657017256199,Primary,Salaried,Divorced/Widowed,0,1,Other-Miscellaneous,0,669
52,167244,120,0.4297789599009654,Primary,Salaried,Married,1,0,Debt Consolidation,0,602
58,124671,120,0.34339976475434225,Undergraduate,Self-Employed,Single,0,1,Business,1,643
30,113344,120,0.3480509418498056,Secondary,Unemployed,Married,1,0,Debt Consolidation,1,559
48,84737,120,0.10954335727591301,Primary,Salaried,Single,0,1,Debt Consolidation,0,715
38,83493,120,0.09498676245301638,Postgraduate,Self-Employed,Divorced/Widowed,0,1,Other-Miscellaneous,0,662
49,24384,120,0.4274417541421001,Undergraduate,Self-Employed,Single,1,1,Business,0,621
71,177548,120,0.17874699371204547,Primary,Self-Employed,Divorced/Widowed,1,0,Debt Consolidation,1,655
51,122176,120,0.2523288047153921,Primary,Salaried,Single,1,1,Debt Consolidation,0,611
25,257892,120,0.3571629506644973,Secondary,Salaried,Single,1,0,Home Improvement,1,746
58,63344,60,0.6639741457254758,Undergraduate,Salaried,Single,0,1,Home Improvement,1,425
65,270572,120,0.06778026137681883,Secondary,Self-Employed,Divorced/Widowed,1,0,Business,0,775
19,84672,120,0.41216484268108744,Undergraduate,Unemployed,Single,1,1,Debt Consolidation,0,530
55,62409,120,0.09684713981709323,Secondary,Contract-Part-time,Single,0,1,Home Improvement,0,662
49,339882,84,0.23444407964106606,Undergraduate,Contract-Part-time,Single,0,1,Education,1,850
71,132073,120,0.12284804093828479,Undergraduate,Salaried,Married,1,1,Home Improvement,1,595
57,375797,120,0.3294542915221416,Undergraduate,Salaried,Single,1,1,Debt Consolidation,0,850
45,113141,120,0.3609515394300066,Secondary,Salaried,Single,0,0,Debt Consolidation,0,587
54,188327,120,0.40883688677316604,Undergraduate,Contract-Part-time,Married,0,1,Debt Consolidation,0,735
58,224799,120,0.12784995748737454,Postgraduate,Salaried,Single,1,1,Business,0,634
18,78818,120,0.2789511557686444,Undergraduate,Unemployed,Single,0,0,Business,0,561
58,130203,120,0.08776584751124022,Undergraduate,Contract-Part-time,Married,0,1,Debt Consolidation,1,682
27,111677,120,0.4606720269881224,Undergraduate,Salaried,Single,0,0,Debt Consolidation,0,566
72,192116,120,0.1534253154659785,Undergraduate,Self-Employed,Single,0,1,Business,0,748
21,42096,120,0.5616016457940773,Undergraduate,Contract-Part-time,Married,0,0,Business,0,562
52,159676,24,0.1369733640927686,Undergraduate,Salaried,Single,0,0,Business,1,575
27,206152,120,0.4797633126203256,Undergraduate,Unemployed,Single,0,1,Home Improvement,0,660
64,57165,120,0.1422391388683156,Secondary,Self-Employed,Married,1,1,Debt Consolidation,0,620
28,48768,36,0.10306877737879167,Secondary,Unemployed,Single,0,1,Other-Miscellaneous,0,519
31,26196,120,0.46860356397679714,Undergraduate,Unemployed,Married,1,0,Business,1,445
